datetime,nb_ip,avg_time_interval,nb_logon,nb_event_categories,nb_domain,nb_fail_logon,nb_programs
2010-08-15,1.0,0.0,242.0,3.0,0.0,3.0,4.0
2010-08-16,1.0,0.0,241.0,3.0,1.0,0.0,5.0
2010-08-17,1.0,0.0,241.0,4.0,1.0,1.0,4.0
2010-08-18,1.0,0.0,241.0,4.0,1.0,1.0,4.0
2010-08-19,1.0,0.0,241.0,4.0,1.0,1.0,4.0
2010-08-20,1.0,0.0,241.0,4.0,1.0,1.0,4.0
2010-08-21,1.0,0.0,241.0,4.0,1.0,1.0,4.0
2010-08-22,1.0,0.0,241.0,3.0,1.0,1.0,4.0
2010-08-23,1.0,0.0,242.0,2.0,0.0,0.0,4.0
2010-08-24,1.0,0.0,242.0,2.0,0.0,0.0,4.0
2010-08-25,1.0,0.0,241.0,3.0,1.0,0.0,6.0
2010-08-26,1.0,0.0,242.0,2.0,0.0,0.0,4.0
2010-08-27,1.0,0.0,241.0,6.0,1.0,5.0,9.0
2010-08-28,1.0,0.0,243.0,4.0,1.0,0.0,9.0
2010-08-29,1.0,0.0,241.0,5.0,2.0,0.0,9.0
2010-08-30,1.0,0.0,241.0,4.0,1.0,1.0,8.0
2010-08-31,1.0,0.0,241.0,4.0,1.0,1.0,6.0
2010-09-01,1.0,0.0,241.0,5.0,1.0,1.0,10.0
2010-09-02,1.0,0.0,241.0,4.0,1.0,0.0,8.0
2010-09-03,1.0,0.0,241.0,4.0,1.0,0.0,7.0
2010-09-04,1.0,0.0,241.0,5.0,2.0,1.0,9.0
2010-09-05,1.0,0.0,242.0,4.0,1.0,2.0,5.0
2010-09-06,1.0,0.0,242.0,4.0,2.0,0.0,7.0
2010-09-07,1.0,0.0,241.0,4.0,1.0,1.0,8.0
2010-09-08,1.0,0.0,241.0,4.0,0.0,0.0,5.0
2010-09-09,1.0,0.0,241.0,4.0,1.0,1.0,5.0
2010-09-10,1.0,0.0,242.0,4.0,1.0,0.0,7.0
2010-09-11,1.0,0.0,242.0,4.0,1.0,1.0,6.0
2010-09-12,1.0,0.0,242.0,5.0,1.0,1.0,6.0
2010-09-13,1.0,0.0,241.0,3.0,1.0,1.0,5.0
2010-09-14,1.0,0.0,241.0,4.0,1.0,2.0,7.0
2010-09-15,1.0,0.0,241.0,3.0,0.0,1.0,4.0
2010-09-16,1.0,0.0,240.0,4.0,1.0,1.0,7.0
2010-09-17,1.0,0.0,241.0,4.0,1.0,4.0,7.0
2010-09-18,1.0,0.0,242.0,4.0,1.0,1.0,8.0
2010-09-19,1.0,0.0,242.0,3.0,0.0,1.0,4.0
2010-09-20,1.0,0.0,241.0,5.0,2.0,1.0,9.0
2010-09-21,1.0,0.0,241.0,3.0,0.0,0.0,6.0
2010-09-22,1.0,0.0,241.0,4.0,2.0,1.0,8.0
2010-09-23,1.0,0.0,241.0,4.0,1.0,1.0,8.0
2010-09-24,1.0,0.0,241.0,4.0,1.0,1.0,6.0
2010-09-25,1.0,0.0,241.0,4.0,1.0,1.0,6.0
2010-09-26,1.0,0.0,241.0,4.0,1.0,1.0,6.0
2010-09-27,1.0,0.0,241.0,4.0,1.0,1.0,6.0
2010-09-28,1.0,0.0,240.0,4.0,2.0,1.0,6.0
2010-09-29,1.0,0.0,241.0,5.0,1.0,0.0,9.0
2010-09-30,1.0,0.0,242.0,4.0,0.0,1.0,6.0
2010-10-01,1.0,0.0,241.0,4.0,1.0,1.0,8.0
2010-10-02,1.0,0.0,241.0,6.0,3.0,1.0,9.0
2010-10-03,1.0,0.0,242.0,5.0,3.0,2.0,5.0
2010-10-04,1.0,0.0,241.0,5.0,1.0,1.0,6.0
2010-10-05,1.0,0.0,240.0,5.0,0.0,2.0,8.0
2010-10-06,1.0,0.0,241.0,4.0,1.0,0.0,6.0
2010-10-07,1.0,0.0,242.0,5.0,1.0,0.0,9.0
2010-10-08,1.0,0.0,241.0,4.0,1.0,0.0,7.0
2010-10-09,1.0,0.0,240.0,5.0,1.0,1.0,9.0
2010-10-10,1.0,0.0,240.0,6.0,2.0,1.0,7.0
2010-10-11,1.0,0.0,240.0,5.0,1.0,3.0,6.0
2010-10-12,1.0,0.0,240.0,5.0,1.0,1.0,7.0
2010-10-13,1.0,0.0,241.0,6.0,1.0,0.0,12.0
2010-10-14,1.0,0.0,241.0,6.0,2.0,2.0,10.0
2010-10-15,1.0,0.0,241.0,5.0,0.0,1.0,7.0
2010-10-16,1.0,0.0,242.0,3.0,0.0,0.0,5.0
2010-10-17,1.0,0.0,242.0,3.0,1.0,0.0,3.0
2010-10-18,2.0,0.0,242.0,8.0,2.0,7.0,11.0
2010-10-19,1.0,0.0,242.0,6.0,1.0,3.0,7.0
2010-10-20,1.0,0.0,242.0,5.0,1.0,0.0,7.0
2010-10-21,1.0,0.0,243.0,4.0,1.0,0.0,5.0
2010-10-22,1.0,0.0,243.0,5.0,1.0,0.0,9.0
2010-10-23,2.0,0.0,242.0,7.0,3.0,3.0,9.0
2010-10-24,2.0,0.0,243.0,7.0,1.0,5.0,9.0
2010-10-25,1.0,0.0,242.0,3.0,0.0,0.0,5.0
2010-10-26,1.0,0.0,245.0,3.0,0.0,2.0,3.0
2010-10-27,1.0,0.0,246.0,4.0,0.0,1.0,6.0
2010-10-28,1.0,0.0,246.0,4.0,1.0,2.0,6.0
2010-10-29,1.0,0.0,246.0,4.0,1.0,1.0,3.0
2010-10-30,1.0,0.0,243.0,6.0,2.0,0.0,11.0
2010-10-31,1.0,0.0,245.0,4.0,1.0,0.0,4.0
2010-11-01,1.0,0.0,246.0,4.0,0.0,0.0,6.0
2010-11-02,1.0,0.0,246.0,3.0,0.0,0.0,4.0
2010-11-03,1.0,0.0,244.0,4.0,1.0,1.0,5.0
2010-11-04,2.0,0.0,243.0,7.0,4.0,8.0,7.0
2010-11-05,1.0,0.0,244.0,5.0,0.0,1.0,9.0
2010-11-06,1.0,0.0,238.0,5.0,2.0,0.0,7.0
2010-11-07,1.0,0.0,238.0,5.0,1.0,0.0,5.0
2010-11-08,1.0,0.0,238.0,5.0,1.0,0.0,9.0
2010-11-09,1.0,0.0,238.0,6.0,1.0,0.0,9.0
2010-11-10,1.0,0.0,239.0,6.0,1.0,4.0,9.0
2010-11-11,1.0,0.0,239.0,5.0,2.0,2.0,4.0
2010-11-12,1.0,0.0,239.0,5.0,1.0,0.0,7.0
2010-11-13,1.0,0.0,239.0,6.0,1.0,0.0,10.0
2010-11-14,1.0,0.0,239.0,6.0,4.0,0.0,6.0
2010-11-15,1.0,0.0,240.0,5.0,1.0,3.0,6.0
2010-11-16,1.0,0.0,241.0,4.0,0.0,0.0,6.0
2010-11-17,1.0,0.0,241.0,5.0,1.0,0.0,6.0
2010-11-18,1.0,0.0,241.0,5.0,2.0,0.0,7.0
2010-11-19,1.0,0.0,240.0,5.0,0.0,0.0,8.0
2010-11-20,2.0,0.0,241.0,6.0,3.0,2.0,8.0
2010-11-21,1.0,0.0,241.0,3.0,0.0,0.0,3.0
2010-11-22,1.0,0.0,240.0,6.0,3.0,1.0,7.0
2010-11-23,1.0,0.0,241.0,5.0,1.0,0.0,5.0
2010-11-24,1.0,0.0,240.0,5.0,1.0,2.0,8.0
2010-11-25,1.0,0.0,242.0,4.0,1.0,0.0,4.0
2010-11-26,1.0,0.0,240.0,5.0,1.0,0.0,8.0
